,index,alim_grp_nom_fr,alim_ssgrp_nom_fr,alim_code,"Energie, Règlement UE N° 1169/2011 (kcal/100 g)","Energie, N x facteur Jones, avec fibres  (kJ/100 g)","Energie, N x facteur Jones, avec fibres  (kcal/100 g)",Eau (g/100 g),"Protéines, N x facteur de Jones (g/100 g)","Protéines, N x 6.25 (g/100 g)",Glucides (g/100 g),Lipides (g/100 g),Sucres (g/100 g),Fructose (g/100 g),Galactose (g/100 g),Glucose (g/100 g),Lactose (g/100 g),Maltose (g/100 g),Saccharose (g/100 g),Amidon (g/100 g),Fibres alimentaires (g/100 g),Polyols totaux (g/100 g),Cendres (g/100 g),Alcool (g/100 g),Acides organiques (g/100 g),AG saturés (g/100 g),AG monoinsaturés (g/100 g),AG polyinsaturés (g/100 g),"AG 4:0, butyrique (g/100 g)","AG 6:0, caproïque (g/100 g)","AG 8:0, caprylique (g/100 g)","AG 10:0, caprique (g/100 g)","AG 12:0, laurique (g/100 g)","AG 14:0, myristique (g/100 g)","AG 16:0, palmitique (g/100 g)","AG 18:0, stéarique (g/100 g)","AG 18:1 9c (n-9), oléique (g/100 g)","AG 18:2 9c,12c (n-6), linoléique (g/100 g)","AG 18:3 c9,c12,c15 (n-3), alpha-linolénique (g/100 g)","AG 20:4 5c,8c,11c,14c (n-6), arachidonique (g/100 g)","AG 20:5 5c,8c,11c,14c,17c (n-3) EPA (g/100 g)","AG 22:6 4c,7c,10c,13c,16c,19c (n-3) DHA (g/100 g)",Cholestérol (mg/100 g),Sel chlorure de sodium (g/100 g),Calcium (mg/100 g),Chlorure (mg/100 g),Cuivre (mg/100 g),Fer (mg/100 g),Iode (µg/100 g),Magnésium (mg/100 g),Manganèse (mg/100 g),Phosphore (mg/100 g),Potassium (mg/100 g),Sélénium (µg/100 g),Sodium (mg/100 g),Zinc (mg/100 g),Rétinol (µg/100 g),Beta-Carotène (µg/100 g),Vitamine D (µg/100 g),Vitamine E (mg/100 g),Vitamine K1 (µg/100 g),Vitamine K2 (µg/100 g),Vitamine C (mg/100 g),Vitamine B1 ou Thiamine (mg/100 g),Vitamine B2 ou Riboflavine (mg/100 g),Vitamine B3 ou PP ou Niacine (mg/100 g),Vitamine B5 ou Acide pantothénique (mg/100 g),Vitamine B6 (mg/100 g),Vitamine B9 ou Folates totaux (µg/100 g),Vitamine B12 (µg/100 g),Nom du Produit en Français,LCI Name,DQR - Note de qualité de la donnée (1 excellente ; 5 très faible),Score unique EF (mPt/kg de produit),Changement climatique (kg CO2 eq/kg de produit),Appauvrissement de la couche d'ozone (E-06 kg CVC11 eq/kg de produit),Rayonnements ionisants (kBq U-235 eq/kg de produit),Formation photochimique d'ozone (E-03 kg NMVOC eq/kg de produit),Particules (E-06 disease inc./kg de produit),Acidification terrestre et eaux douces (mol H+ eq/kg de produit),Eutrophisation terreste (mol N eq/kg de produit),Eutrophisation eaux douces (E-03 kg P eq/kg de produit),Eutrophisation marine (E-03 kg N eq/kg de produit),Utilisation du sol (Pt/kg de produit),Écotoxicité pour écosystèmes aquatiques d'eau douce (CTUe/kg de produit),Épuisement des ressources eau (m3 depriv./kg de produit),Épuisement des ressources énergétiques (MJ/kg de produit),Épuisement des ressources minéraux (E-06 kg Sb eq/kg de produit)
31,31,entrées et plats composés,soupes,25932,35.3,148.0,35.3,90.8,0.6,0.6,5.14,1.31,0.99,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.28,0.0,0.91,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.035,0.0,303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,"Soupe aux asperges, déshydratée reconstituée","Soup, asparagus, dehydrated and reconstituted",2.5,0.15,0.62,0.2,1.78,1.86,0.05,0.01,0.02,0.17,3.73,38.35,32.28,1.07,40.83,1.99
32,32,entrées et plats composés,soupes,25933,37.7,158.0,37.7,0.0,1.1,1.1,5.87,0.8,3.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.77,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Soupe à la tomate et aux vermicelles, préemballée à réchauffer","Soup, tomatoes and vermicelli, prepacked, to be reheated",2.65,0.11,0.56,0.13,0.74,1.72,0.04,0.0,0.02,0.16,2.28,14.89,28.83,1.47,21.49,3.15
33,33,entrées et plats composés,soupes,25934,47.8,201.0,47.8,90.0,1.4,1.4,6.8,1.4,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,1.04,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,12.5,0.0,0.0,0.29,0.0,9.35,0.0,0.0,94.0,0.0,312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.84,0.04,0.0,0.47,0.0,0.07,16.8,0.0,"Soupe aux céréales et aux légumes, déshydratée reconstituée","Soup, cereals and vegetables, dehydrated and reconstituted",3.07,0.14,0.46,0.19,1.79,1.42,0.04,0.0,0.02,0.15,2.19,10.07,20.02,1.6,41.16,2.85
34,34,entrées et plats composés,soupes,25935,36.2,152.0,36.2,90.4,0.76,0.76,5.79,0.97,2.44,0.49,0.0,0.68,0.2,0.29,0.98,2.4,0.64,0.0,1.03,0.0,0.0,0.32,0.41,0.16,0.01,0.01,0.01,0.0041,0.0041,0.017,0.26,0.033,0.41,0.15,0.01,0.01,0.01,0.01,2.02,0.69,11.0,417.0,0.03,0.14,20.0,5.0,0.04,10.0,65.0,20.0,278.0,0.1,21.0,147.0,0.0,0.25,1.33,0.0,0.5,0.02,0.017,0.46,0.064,0.027,6.85,0.14,"Soupe à la tomate, déshydratée reconstituée","Soup, tomatoes, dehydrated and reconstituted",2.83,0.1,0.31,0.17,1.76,0.84,0.02,0.0,0.01,0.1,1.13,2.15,12.01,0.72,38.87,1.34
35,35,entrées et plats composés,soupes,25936,37.8,158.0,37.8,91.3,0.65,0.65,4.37,1.79,0.63,0.2,0.0,0.2,0.2,0.2,0.2,2.3,0.82,0.0,1.06,0.0,0.0,0.73,0.6,0.15,0.01,0.01,0.01,0.01,0.01,0.017,0.66,0.058,0.6,0.15,0.01,0.01,0.01,0.01,0.87,0.79,10.0,512.0,0.02,0.02,20.0,2.5,0.03,9.51,48.0,20.0,311.0,0.07,21.0,14.7,0.25,0.24,0.8,0.0,0.5,0.03,0.034,0.37,0.16,0.033,8.25,0.028,"Soupe aux champignons, déshydratée reconstituée","Soup, mushrooms, dehydrated and reconstituted",2.5,0.23,1.75,0.22,1.82,3.38,0.1,0.01,0.05,0.31,5.92,57.97,28.57,2.51,43.7,3.06
36,36,entrées et plats composés,soupes,25942,24.0,101.0,24.0,94.1,0.58,0.58,4.37,0.4,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,1.03,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,20.0,517.0,0.043,0.0,1.0,5.26,0.043,0.01,56.7,3.35,318.0,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Soupe à l'oignon, déshydratée reconstituée","Soup, onions, dehydrated and reconstituted",2.5,0.15,0.75,0.19,1.8,1.63,0.06,0.01,0.03,0.16,3.22,34.58,19.29,1.01,40.46,1.18
37,37,entrées et plats composés,soupes,25945,35.9,150.0,35.9,91.8,0.67,0.67,4.13,1.56,2.37,0.39,0.0,0.3,0.2,0.2,1.68,1.1,1.31,0.0,0.95,0.0,0.0,0.88,0.56,0.069,0.045,0.027,0.018,0.036,0.045,0.14,0.44,0.13,0.38,0.051,0.018,0.01,0.01,0.01,4.95,0.65,15.0,421.0,0.03,0.14,20.0,5.8,0.04,17.0,130.0,20.0,256.0,0.13,21.0,2530.0,0.0,0.51,1.03,0.0,0.5,0.018,0.014,0.1,0.13,0.065,9.35,0.036,"Soupe au potiron, préemballée à réchauffer","Soup, pumpkin, prepacked, to be reheated",2.4,0.15,1.03,0.16,0.73,2.62,0.07,0.01,0.03,0.24,4.27,32.97,45.19,1.89,22.6,3.69
38,38,entrées et plats composés,soupes,25948,5.38,22.7,5.38,98.0,0.34,0.34,0.65,0.16,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.0,0.0,0.14,0.011,0.0067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,1.0,0.0,0.0,0.1,0.0,2.0,0.01,0.0,8.0,0.0,240.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.11,0.01,0.1,0.0,0.0,1.0,0.0,"Bouillon de légumes, déshydraté reconstitué","Broth, stock or bouillon, vegetables, dehydrated and reconstituted",2.77,0.11,0.32,0.17,1.76,0.93,0.02,0.0,0.01,0.1,1.42,6.0,13.67,0.87,38.7,0.98
39,39,entrées et plats composés,soupes,25949,21.6,91.5,21.6,92.2,0.63,0.63,4.21,0.18,0.72,0.24,0.0,0.24,0.2,0.24,0.4,3.5,0.32,0.0,0.88,0.0,0.0,0.099,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.7,0.68,9.1,343.0,0.05,0.18,20.0,4.8,0.06,0.0,62.0,20.0,271.0,0.08,21.0,162.0,0.25,0.34,0.8,0.0,0.5,0.02,0.04,1.44,1.04,0.018,11.0,0.0,"Soupe à la tomate et aux vermicelles, déshydratée reconstituée","Soup, tomato and vermicelli, dehydrated and reconstituted",2.83,0.14,0.46,0.19,1.79,1.42,0.04,0.0,0.02,0.15,2.19,10.07,20.02,1.6,41.16,2.85
40,40,entrées et plats composés,soupes,25950,21.3,90.0,21.3,94.2,0.75,0.75,3.87,0.25,0.31,0.2,0.0,0.2,0.2,0.2,0.2,3.4,0.26,0.0,0.74,0.0,0.0,0.081,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.72,0.68,7.2,379.0,0.02,0.1,20.0,3.5,0.05,14.0,36.0,20.0,272.0,0.1,21.0,20.7,0.0,0.08,0.8,0.0,0.5,0.28,0.01,0.1,0.041,0.025,0.0,0.026,"Soupe à la volaille et aux vermicelles, déshydratée reconstituée","Soup, chicken and vermicelli, dehydrated and reconstituted",2.94,0.19,0.8,0.22,1.84,2.61,0.08,0.01,0.05,0.23,4.2,33.46,32.99,2.52,44.49,3.15
41,41,entrées et plats composés,soupes,25953,31.9,134.0,31.9,0.0,2.0,2.0,4.1,0.5,0.25,0.0,0.0,0.2,0.0,0.2,0.25,0.0,1.5,0.0,0.9,0.0,0.0,0.2,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Soupe au pistou, préemballée à réchauffer","Soup, pistou (basil, garlic and olive oil), prepacked, to be reheated",2.08,0.12,0.55,0.13,0.72,2.05,0.04,0.0,0.02,0.16,2.7,26.98,48.52,1.96,20.39,2.01
42,42,entrées et plats composés,soupes,25954,38.3,161.0,38.3,0.0,0.79,0.79,5.61,1.24,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.7,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Soupe au potiron, déshydratée reconstituée","Soup, pumpkin, dehydrated and reconstituted",2.69,0.18,0.93,0.21,1.79,2.32,0.06,0.01,0.03,0.22,4.18,28.15,36.38,2.02,42.27,3.38
43,43,entrées et plats composés,soupes,25955,22.3,93.8,22.3,0.0,0.7,0.7,3.4,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.9,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Soupe asiatique, avec pâtes, préemballée à réchauffer","Soup, Asian-style with noodles, prepacked, to be reheated",2.78,0.27,1.99,0.26,0.8,8.43,0.15,0.02,0.05,0.7,6.91,69.78,88.09,2.16,37.02,6.47
44,44,entrées et plats composés,soupes,25956,31.3,132.0,31.3,91.3,1.14,1.14,5.53,0.34,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.97,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,427.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,0.0,281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.06,18.0,0.0,"Soupe minestrone, déshydratée reconstituée","Soup, minestrone, dehydrated and reconstituted",3.02,0.13,0.44,0.18,1.79,1.34,0.04,0.01,0.02,0.16,2.5,17.37,19.94,1.23,40.72,2.41
45,45,entrées et plats composés,soupes,25957,25.1,105.0,25.1,0.0,0.42,0.42,3.95,0.8,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.77,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Soupe au cresson, déshydratée reconstituée","Soup, watercress, dehydrated and reconstituted",2.69,0.13,0.58,0.19,1.78,1.47,0.04,0.0,0.02,0.15,2.42,15.33,19.33,1.13,40.2,2.11
46,46,entrées et plats composés,soupes,25958,34.0,143.0,34.0,0.0,1.0,1.0,5.4,0.8,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.78,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,30.0,0.0,"Soupe au cresson, préemballée à réchauffer","Soup, watercress, prepacked, to be reheated",2.4,0.11,0.67,0.13,0.72,1.77,0.05,0.0,0.02,0.16,2.51,20.15,28.14,1.0,20.54,2.41
47,47,entrées et plats composés,soupes,25962,50.2,210.0,50.2,0.0,1.34,1.34,5.09,2.51,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.67,0.0,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.3,30.0,0.0,"Soupe aux légumes avec fromage, préemballée à réchauffer","Soup, vegetables with cheese, prepacked, to be reheated",2.03,0.16,1.24,0.15,0.78,2.8,0.09,0.01,0.05,0.22,4.44,56.01,38.08,1.2,22.75,2.14
48,48,entrées et plats composés,soupes,25963,33.4,140.0,33.4,90.9,1.0,1.0,3.84,1.32,0.81,0.2,0.0,0.2,0.2,0.2,0.4,3.03,1.05,0.0,0.95,0.0,0.0,0.64,0.51,0.16,0.026,0.02,0.013,0.026,0.033,0.099,0.33,0.092,0.44,0.13,0.03,0.01,0.01,0.01,3.52,0.7,24.0,423.0,0.02,0.27,20.0,7.1,0.06,24.0,120.0,20.0,280.0,0.18,21.0,177.0,0.25,0.28,16.5,0.0,9.0,0.17,0.042,0.53,0.22,0.25,27.5,0.0,"Soupe aux légumes verts, préemballée à réchauffer","Soup, green vegetables, prepacked, to be reheated",2.01,0.08,0.43,0.12,0.7,1.43,0.03,0.0,0.01,0.12,1.58,10.29,20.7,0.4,19.18,1.36
49,49,entrées et plats composés,soupes,25964,34.8,146.0,34.8,91.8,0.72,0.72,5.31,1.07,1.07,0.2,0.0,0.2,0.2,0.2,0.4,3.3,0.54,0.0,0.85,0.0,0.0,0.71,0.23,0.075,0.01,0.01,0.01,0.01,0.057,0.036,0.56,0.057,0.23,0.075,0.01,0.01,0.01,0.01,0.7,0.66,12.0,446.0,0.02,0.11,20.0,3.0,0.03,15.0,50.0,20.0,264.0,0.09,21.0,10.5,0.25,0.18,2.82,0.0,6.15,0.05,0.014,0.15,0.072,0.033,7.6,0.0,"Soupe aux légumes verts, déshydratée reconstituée","Soup, green vegetables, dehydrated and reconstituted",2.5,0.1,0.33,0.17,1.76,1.13,0.02,0.0,0.01,0.1,1.49,5.48,11.89,0.53,38.85,1.06
50,50,entrées et plats composés,soupes,25965,56.7,238.0,56.7,0.0,2.68,2.68,6.25,1.98,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.7,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Soupe aux pois cassés, préemballée à réchauffer","Soup, split peas, prepacked, to be reheated",3.07,0.08,0.44,0.12,0.71,1.38,0.03,0.0,0.01,0.14,2.32,22.6,23.84,0.72,19.52,1.64
51,51,entrées et plats composés,soupes,25967,32.8,137.0,32.8,91.1,0.65,0.65,3.38,1.62,2.32,1.2,0.0,1.12,0.2,0.2,0.2,0.35,1.04,0.0,1.13,0.0,0.0,0.27,0.0,0.16,0.0,0.01,0.01,0.01,0.01,0.01,0.21,0.059,0.01,0.14,0.02,0.01,0.01,0.01,0.0,0.75,11.0,468.0,0.04,0.11,20.0,8.9,0.06,25.0,210.0,20.0,293.0,0.1,0.0,291.0,0.25,1.31,52.6,0.0,1.98,0.01,0.02,0.56,0.093,0.041,5.0,0.0,Soupe froide type Gaspacho ou Gazpacho,"Soup, gazpacho, cold",3.07,0.07,0.41,0.11,0.71,1.14,0.03,0.0,0.01,0.11,1.21,6.96,20.82,0.59,19.2,1.65
52,52,entrées et plats composés,soupes,25968,133.0,551.0,133.0,0.0,4.6,4.6,4.7,10.4,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.98,0.0,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Soupe aux asperges, préemballée à réchauffer","Soup, asparagus, prepacked, to be reheated",2.01,0.12,0.72,0.14,0.73,2.16,0.06,0.01,0.02,0.18,3.82,43.17,41.1,0.93,21.17,2.29
53,53,entrées et plats composés,plats composés,8601,116.0,487.0,116.0,74.0,20.4,20.4,0.3,3.68,0.0,0.2,0.0,0.2,0.2,0.2,0.2,0.3,0.0,0.0,1.5,0.0,0.0,1.29,1.12,0.18,0.0032,0.0032,0.0,0.0032,0.0052,0.071,0.63,0.57,1.0,0.086,0.011,0.0,0.0,0.0,119.0,1.06,23.0,0.0,0.0,1.1,6.0,6.4,0.0,0.0,42.5,0.0,423.0,0.64,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.02,0.0,0.37,0.42,0.023,0.0,1.2,Tripes à la mode de Caen,Caen-style tripe,2.29,2.33,27.5,0.65,1.66,37.0,2.13,0.32,1.4,1.5,88.31,1590.91,223.65,5.47,76.3,11.27
54,54,entrées et plats composés,plats composés,8602,112.0,469.0,112.0,77.9,18.4,18.4,0.7,3.62,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,1.1,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,23.6,0.0,0.0,0.9,0.0,6.6,0.0,0.0,34.6,0.0,421.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Tripes à la mode de Caen, préemballées","Caen-style tripe, prepacked",2.29,2.33,27.5,0.65,1.66,37.0,2.13,0.32,1.4,1.5,88.31,1590.91,223.65,5.47,76.3,11.27
55,55,entrées et plats composés,plats composés,8612,94.1,396.0,94.1,76.6,15.7,15.7,0.6,3.2,0.4,0.0,0.0,0.2,0.0,0.2,0.4,0.0,0.0,0.0,1.43,0.0,0.0,1.64,1.28,0.14,0.01,0.01,0.01,0.01,0.01,0.1,0.89,0.65,1.28,0.1,0.02,0.0,0.0,0.01,0.0,1.23,0.0,751.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tripes à la tomate ou à la provençale,Provencal-type tripe (with tomato),2.29,2.08,24.88,0.55,1.48,31.8,1.99,0.3,1.31,1.18,64.22,1413.36,179.21,4.82,62.83,10.43
56,56,entrées et plats composés,plats composés,25001,113.0,474.0,113.0,75.1,15.4,15.4,3.1,4.0,0.3,0.2,0.0,0.2,0.2,0.2,0.3,1.9,0.8,0.0,1.25,0.0,0.32,2.03,1.36,0.26,0.06,0.04,0.02,0.04,0.06,0.25,1.0,0.5,1.18,0.21,0.02,0.03,0.01,0.01,56.6,0.74,15.0,432.0,0.07,0.92,20.0,12.0,0.04,110.0,190.0,20.0,295.0,3.2,21.0,736.0,0.25,0.37,2.55,0.0,0.5,0.062,0.047,1.77,0.33,0.074,23.3,1.59,Blanquette de veau,Veal stew in white sauce,2.56,1.52,16.35,0.67,2.15,28.46,1.03,0.15,0.65,1.59,100.48,972.46,219.04,5.62,95.5,10.5
57,57,entrées et plats composés,plats composés,25033,84.6,355.0,84.6,78.4,8.93,8.93,4.17,3.3,1.57,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.25,0.0,1.36,0.0,0.0,0.88,1.18,0.44,0.05,0.0025,0.0025,0.004,0.006,0.044,0.52,0.27,0.71,0.22,0.022,0.0,0.0,0.01,64.0,0.88,16.9,409.0,0.053,1.75,3.8,13.3,0.054,215.0,230.0,2.58,354.0,2.91,10.0,0.0,0.5,0.6,0.0,0.0,0.8,0.07,0.1,2.3,0.3,0.23,11.0,0.6,Boeuf bourguignon,Burgundy-style beef stew,2.54,2.36,28.21,0.6,1.53,35.95,2.25,0.34,1.49,1.33,73.07,1610.94,206.48,5.66,66.69,11.17
58,58,entrées et plats composés,plats composés,25058,145.0,605.0,145.0,0.0,9.55,9.55,10.2,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Canard en sauce (poivre vert, chasseur, etc.)","Duck with sauce (green pepper sauce, hunter-style sauce,etc.)",2.47,0.8,5.16,0.54,1.31,16.3,0.69,0.1,0.41,1.27,24.23,294.42,162.2,6.41,70.82,9.31
59,59,entrées et plats composés,plats composés,25063,108.0,453.0,108.0,0.0,14.9,14.9,0.5,5.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,1.2,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lapin à la moutarde,Rabbit with mustard sauce,3.02,0.67,4.44,0.42,0.8,13.73,0.6,0.09,0.36,1.09,20.15,251.86,131.74,4.84,53.76,7.19
60,60,entrées et plats composés,plats composés,25121,133.0,555.0,133.0,0.0,13.0,13.0,4.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,1.35,0.0,0.0,1.0,3.87,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,1.05,14.0,0.0,0.03,1.3,3.3,16.0,0.14,128.0,145.0,0.11,420.0,0.21,0.0,0.0,0.04,0.48,0.0,0.0,1.5,0.07,0.19,3.7,0.74,0.17,31.0,1.4,Coq au vin,Cockerel in red wine sauce,2.47,0.84,5.87,0.55,1.34,17.15,0.71,0.1,0.42,1.35,25.82,308.51,161.38,6.81,72.1,9.41
61,61,entrées et plats composés,plats composés,25125,193.0,801.0,193.0,64.1,14.5,14.5,2.6,13.8,0.41,0.0,0.0,0.0,0.0,0.0,0.0,2.19,0.2,0.0,1.74,0.0,0.0,5.45,3.05,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.3,1.26,27.6,0.0,0.088,1.0,5.54,37.2,0.18,133.0,272.0,3.26,510.0,1.25,24.9,1160.0,0.1,0.68,0.0,0.0,1.34,0.084,0.14,3.51,0.59,0.28,14.3,0.41,Paupiette de veau,Veal olive or veal paupiette,2.56,1.79,18.31,0.78,2.77,32.49,1.28,0.19,0.81,1.86,111.64,1107.86,253.37,6.59,114.95,11.61
